,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
172,2004-03-17,22:00:00,2.8,1443.75,206,15.0446926576,1150.0,202.0,769.5,136.0,1726.5,1726.5,17.1500000954,44.1250009537,0.855830709685
173,2004-03-17,23:00:00,2.6,1488.0,216,15.710274368,1170.75,178.0,731.0,127.0,1777.5,1705.0,16.0250000954,50.9249992371,0.92059875797
174,2004-03-18,00:00:00,2.3,1371.25,159,12.9726733462,1082.75,154.0,795.75,116.0,1668.75,1550.5,14.7999999523,53.9249992371,0.90235448749
175,2004-03-18,01:00:00,1.4,1160.75,70,8.12342211988,904.25,92.0,946.75,107.0,1502.0,1240.25,14.2749998569,55.4499998093,0.897473060911
176,2004-03-18,02:00:00,1.0,1064.25,44,5.47759915935,787.0,61.0,1056.75,88.0,1407.0,1115.0,14.75,52.0749998093,0.868641877207
177,2004-03-18,03:00:00,0.7,970.25,42,3.5812024591,687.0,-200.0,1195.5,-200.0,1350.5,968.5,13.875,53.875,0.850058903134
178,2004-03-18,04:00:00,-200.0,954.0,28,2.88493145451,644.75,60.0,1260.25,78.0,1334.0,924.75,11.5999999046,61.9249992371,0.844196281658
179,2004-03-18,05:00:00,0.6,930.5,20,2.54804469276,622.75,37.0,1293.25,57.0,1306.5,827.75,12.0,58.8500003815,0.823302451906
180,2004-03-18,06:00:00,0.7,938.0,26,2.97192629267,650.25,68.0,1251.25,71.0,1332.5,893.0,10.9499998093,62.0749998093,0.811276562806
181,2004-03-18,07:00:00,1.5,1166.25,78,7.66479138749,885.25,139.0,1005.25,85.0,1550.5,1075.0,10.5750000477,63.25,0.806681845771
182,2004-03-18,08:00:00,4.7,1643.0,319,23.2567995594,1384.25,339.0,667.0,124.0,2093.75,1610.25,11.4750001431,60.0250005722,0.811693424239
183,2004-03-18,09:00:00,6.6,1934.0,506,35.7905707139,1681.5,421.0,540.5,151.0,2468.25,2050.5,14.2750003338,50.5750007629,0.818569923755
184,2004-03-18,10:00:00,4.5,1616.5,-200,21.3126865411,1332.5,349.0,685.75,150.0,2010.0,1818.5,17.8499999046,40.5249996185,0.820964333455
185,2004-03-18,11:00:00,2.8,1472.75,-200,14.3057863811,1126.5,224.0,830.5,152.0,1752.0,1567.75,20.8000006676,34.4499998093,0.836456259984
186,2004-03-18,12:00:00,2.2,1378.5,-200,12.5211063051,1067.5,171.0,898.75,139.0,1662.5,1373.5,23.8499999046,28.1749997139,0.821851195037
187,2004-03-18,13:00:00,2.2,1385.25,-200,12.1923642295,1056.25,149.0,891.0,133.0,1648.0,1267.5,24.1500000954,28.6750001907,0.851493361095
188,2004-03-18,14:00:00,2.3,1378.75,-200,13.0922447864,1086.75,137.0,901.25,126.0,1660.25,1143.5,25.1500005722,24.8500003815,0.78292501212
189,2004-03-18,15:00:00,2.2,1321.66666667,-200,14.3732479391,1128.66666667,149.0,933.666666667,128.0,1639.33333333,1109.33333333,27.0333334605,17.8333333333,0.627469327413
190,2004-03-18,16:00:00,2.8,1495.75,-200,16.835634343,1205.0,172.0,822.0,169.0,1766.5,1347.25,27.1250004768,23.1249995232,0.81801447864
191,2004-03-18,17:00:00,2.7,1408.75,-200,14.4538596456,1131.25,166.0,873.0,149.0,1688.5,1205.75,25.8000001907,23.9250001907,0.783192918163
192,2004-03-18,18:00:00,3.7,1512.75,-200,21.5158657989,1338.0,214.0,764.25,156.0,1956.5,1397.0,23.0499997139,26.7749996185,0.744593318351
193,2004-03-18,19:00:00,5.1,1667.0,-200,26.4033358892,1464.25,280.0,683.25,168.0,2117.75,1588.25,20.7249999046,31.125,0.752286518576
194,2004-03-18,20:00:00,5.1,1666.75,-200,25.960619818,1453.25,276.0,683.5,176.0,2051.0,1568.5,18.5999999046,36.1750001907,0.767639178287
195,2004-03-18,21:00:00,3.2,1430.25,-200,14.1428833643,1121.25,178.0,814.0,135.0,1731.5,1321.5,16.0499997139,48.4250001907,0.876780241117
196,2004-03-18,22:00:00,2.1,1333.25,-200,10.305664104,989.0,129.0,885.25,121.0,1620.75,1194.0,14.4500000477,57.7750005722,0.945557828206
197,2004-03-18,23:00:00,1.7,1261.5,-200,8.27676514905,910.5,95.0,948.25,99.0,1545.25,1061.5,13.0500001907,64.1750001907,0.96055566351
198,2004-03-19,00:00:00,2.0,1287.25,-200,8.92137891672,936.25,126.0,918.0,106.0,1606.0,1040.0,11.9749996662,69.6999988556,0.973518939548
199,2004-03-19,01:00:00,1.6,1134.25,-200,6.6186663723,840.0,103.0,1021.25,96.0,1501.25,917.0,11.9499998093,71.1000003815,0.991470559015
200,2004-03-19,02:00:00,0.9,998.75,-200,3.59413829101,687.75,48.0,1228.5,63.0,1380.25,593.5,12.5250000954,69.2999992371,1.00287084486
201,2004-03-19,03:00:00,0.7,960.75,-200,2.52944050418,621.5,-200.0,1381.5,-200.0,1300.75,430.25,12.5250000954,67.4999980927,0.976822234641
202,2004-03-19,04:00:00,-200.0,933.75,-200,1.79497753339,568.5,20.0,1439.75,32.0,1280.25,397.0,12.3249998093,67.6500015259,0.966465600817
203,2004-03-19,05:00:00,0.5,912.75,-200,1.26860211156,524.5,18.0,1619.75,28.0,1260.25,370.0,12.4500000477,66.8000011444,0.962036880438
204,2004-03-19,06:00:00,0.7,969.25,-200,2.31432028931,606.75,56.0,1372.5,61.0,1323.75,438.0,12.3499996662,66.3000011444,0.948706111032
205,2004-03-19,07:00:00,1.5,1181.5,-200,6.73103645452,845.0,115.0,1054.0,99.0,1539.0,704.25,12.4249997139,64.8999996185,0.93317017625
206,2004-03-19,08:00:00,4.8,1740.25,-200,22.7995557069,1372.25,320.0,670.75,157.0,2144.25,1475.75,13.0250000954,61.6250009537,0.920910529336
207,2004-03-19,09:00:00,6.2,1819.25,-200,31.3188231791,1581.5,357.0,574.5,166.0,2455.5,1715.5,13.6000001431,58.8250007629,0.912017783127
208,2004-03-19,10:00:00,4.0,1427.0,-200,19.238006004,1275.0,253.0,700.5,149.0,1980.25,1398.0,13.8999998569,57.1499996185,0.903171036923
209,2004-03-19,11:00:00,3.3,1389.5,-200,16.3633883957,1190.75,218.0,758.75,135.0,1878.75,1267.5,14.4749999046,54.4000005722,0.891736016228
210,2004-03-19,12:00:00,2.8,1283.0,-200,14.0193010198,1117.25,192.0,813.0,127.0,1751.0,1188.25,15.4750001431,50.0749998093,0.87444249626
211,2004-03-19,13:00:00,3.0,1303.5,-200,15.2598587287,1156.75,176.0,793.0,122.0,1800.5,1170.5,16.1249997616,47.5749998093,0.8654551208
212,2004-03-19,14:00:00,3.3,1364.0,-200,16.7274250945,1201.75,198.0,770.75,135.0,1875.0,1250.25,16.2750000954,47.0500001907,0.86399549799
213,2004-03-19,15:00:00,3.5,1409.75,-200,19.0004149298,1268.25,212.0,724.25,139.0,1956.5,1344.0,16.3999996185,47.4999990463,0.879118202562
214,2004-03-19,16:00:00,4.0,1476.0,-200,19.4148103178,1280.0,249.0,708.0,147.0,1954.5,1378.0,16.0500001907,50.2250003815,0.90937096726
215,2004-03-19,17:00:00,4.6,1522.0,-200,20.8631084938,1320.25,270.0,689.75,158.0,2005.25,1435.25,16.0,50.6500005722,0.914190928678
216,2004-03-19,18:00:00,4.1,1441.75,-200,20.1649028092,1301.0,231.0,704.0,146.0,1952.25,1372.25,15.8499999046,50.2749996185,0.898908858193
217,2004-03-19,19:00:00,4.5,1469.0,-200,21.7477481794,1344.25,251.0,677.25,144.0,1996.75,1471.0,15.4750001431,50.625,0.884046960395
218,2004-03-19,20:00:00,3.9,1467.25,-200,19.8419504864,1292.0,210.0,697.5,138.0,1942.0,1438.75,15.4249999523,51.4499998093,0.895625708487
219,2004-03-19,21:00:00,4.0,1420.5,-200,16.7440533072,1202.25,249.0,747.5,143.0,1854.0,1428.5,15.2000000477,53.1249990463,0.911744585254
220,2004-03-19,22:00:00,2.2,1175.0,-200,9.1450992713,945.0,143.0,903.75,116.0,1603.5,1080.5,14.7000000477,57.5749998093,0.957347051173
221,2004-03-19,23:00:00,2.1,1215.0,-200,8.30141341676,911.5,127.0,947.75,109.0,1546.75,993.0,14.1749999523,58.3249998093,0.938021892036
222,2004-03-20,00:00:00,1.7,1126.75,-200,5.79119163456,802.0,104.0,1064.0,92.0,1446.5,837.0,13.7750000954,57.9499998093,0.908543705378
223,2004-03-20,01:00:00,1.6,1090.25,-200,5.1916542032,773.0,86.0,1105.25,83.0,1428.5,761.0,13.8999998569,55.9499998093,0.884206818563
224,2004-03-20,02:00:00,1.3,1017.0,-200,4.12318660004,717.5,74.0,1181.75,81.0,1382.25,650.25,13.8749997616,55.5500001907,0.876487638303
225,2004-03-20,03:00:00,1.3,997.25,-200,3.41062949932,677.0,-200.0,1252.25,-200.0,1358.5,590.75,13.8249998093,55.1000003815,0.866620379454
226,2004-03-20,04:00:00,-200.0,944.75,-200,2.90854800942,646.25,44.0,1308.0,55.0,1331.5,505.0,13.7999999523,54.6000003815,0.857388287566
227,2004-03-20,05:00:00,0.8,955.75,-200,3.1492096005,661.25,42.0,1259.75,53.0,1350.5,518.0,13.6250002384,55.125,0.85601886523
228,2004-03-20,06:00:00,0.8,966.25,-200,2.52944050418,621.5,63.0,1316.75,67.0,1342.25,570.75,13.5749998093,58.9750003815,0.912884475483
229,2004-03-20,07:00:00,1.1,1064.0,-200,4.30793185475,727.5,115.0,1160.5,91.0,1461.25,842.0,13.4500000477,58.3500003815,0.896023685394
230,2004-03-20,08:00:00,2.1,1299.75,-200,8.88326424065,934.75,170.0,902.25,113.0,1623.0,1144.75,13.75,58.0250005722,0.908269844102
231,2004-03-20,09:00:00,2.4,1348.0,-200,10.5434742539,997.75,147.0,833.75,102.0,1689.0,1218.25,14.5999999046,53.0500001907,0.876531145494
232,2004-03-20,10:00:00,2.6,1424.5,-200,12.5211063051,1067.5,166.0,776.25,107.0,1764.0,1341.0,15.0250000954,52.3249998093,0.888137771567
233,2004-03-20,11:00:00,2.8,1473.75,-200,12.3307115705,1061.0,195.0,767.5,113.0,1768.25,1405.5,15.4000000954,52.0500001907,0.90464289189
234,2004-03-20,12:00:00,2.6,1489.75,-200,11.6884193539,1038.75,182.0,782.25,108.0,1756.75,1421.5,16.2500004768,49.9500007629,0.91581265371
235,2004-03-20,13:00:00,2.6,1494.75,-200,11.7241144049,1040.0,168.0,808.75,105.0,1735.0,1373.0,17.1499996185,47.8500013351,0.928079286101
236,2004-03-20,14:00:00,2.1,1375.5,-200,9.33873665779,952.5,125.0,899.5,93.0,1636.25,1153.25,19.0499997139,42.9499998093,0.937023478305
237,2004-03-20,15:00:00,1.7,1304.75,-200,7.63501730073,884.0,95.0,980.0,87.0,1573.25,927.25,19.5000004768,42.25,0.947579638028
238,2004-03-20,16:00:00,1.6,1282.5,-200,6.71412954181,844.25,79.0,1035.5,76.0,1538.75,766.25,19.5000004768,42.3249998093,0.949261727782
239,2004-03-20,17:00:00,2.1,1392.25,-200,9.72459009746,967.25,119.0,929.75,94.0,1648.75,941.25,19.0500001907,43.7999992371,0.955567613988
240,2004-03-20,18:00:00,2.3,1452.25,-200,12.3891620764,1063.0,142.0,855.5,110.0,1774.25,1146.0,18.4749994278,46.2749996185,0.974415793522
241,2004-03-20,19:00:00,3.5,1633.0,-200,16.6443897128,1199.25,215.0,734.0,136.0,1918.5,1416.5,17.3750004768,51.6499996185,1.01591602085
242,2004-03-20,20:00:00,3.9,1624.5,-200,16.3716240144,1191.0,229.0,732.75,139.0,1885.0,1442.0,17.0999999046,51.2750005722,0.991414919878
243,2004-03-20,21:00:00,3.3,1534.5,-200,13.7352900541,1108.0,206.0,785.25,125.0,1819.5,1323.25,16.4249997139,53.7500009537,0.996350549582
244,2004-03-20,22:00:00,2.3,1322.5,-200,9.88344955974,973.25,147.0,863.75,111.0,1712.25,1125.0,16.2250003815,55.3500003815,1.01322974064
245,2004-03-20,23:00:00,2.1,1309.0,-200,8.94046233827,937.0,122.0,904.75,97.0,1671.5,1035.5,15.9249999523,57.6500005722,1.03564369578
246,2004-03-21,00:00:00,2.8,1455.5,-200,10.5776358067,999.0,175.0,835.0,107.0,1713.75,1202.25,15.7249999046,58.5999994278,1.03955241442
247,2004-03-21,01:00:00,2.1,1299.5,-200,7.35170465212,872.0,133.0,940.5,90.0,1577.0,1054.25,15.125,60.875,1.03981349713
248,2004-03-21,02:00:00,1.6,1202.5,-200,6.24266050236,823.0,89.0,1003.75,84.0,1525.5,903.0,15.5750000477,56.6249990463,0.995073867107
249,2004-03-21,03:00:00,1.6,1194.75,-200,6.52935162297,836.0,-200.0,987.0,-200.0,1554.25,884.5,15.2000000477,57.9250001907,0.994123411253
250,2004-03-21,04:00:00,-200.0,1116.75,-200,5.79119163456,802.0,85.0,1028.5,87.0,1538.75,817.75,15.375,57.75,1.00212885877
251,2004-03-21,05:00:00,1.1,1061.75,-200,3.99592429292,710.5,55.0,1135.75,66.0,1460.75,700.0,14.9000000954,60.5500001907,1.01964936914
252,2004-03-21,06:00:00,0.7,947.0,-200,2.13037043216,593.666666667,24.0,1300.0,36.0,1390.0,580.333333333,14.4666665395,62.9666659037,1.0316166827
253,2004-03-21,07:00:00,0.8,1065.0,-200,3.58551219358,687.25,72.0,1142.5,62.0,1492.25,814.5,14.1500000954,66.2000026703,1.0629810612
254,2004-03-21,08:00:00,1.2,1154.5,-200,4.42986293048,734.0,122.0,1061.75,91.0,1528.0,1035.0,14.4749999046,65.2999992371,1.07041103983
255,2004-03-21,09:00:00,1.4,1220.25,-200,5.36448443142,781.5,111.0,995.75,89.0,1559.75,1067.25,15.2999999523,62.1250009537,1.07295795626
256,2004-03-21,10:00:00,1.7,1300.75,-200,7.11333419764,861.75,123.0,913.5,93.0,1633.0,1114.0,16.3250002861,59.0000009537,1.08683836481
257,2004-03-21,11:00:00,1.8,1279.25,-200,7.29909262576,869.75,106.0,911.25,81.0,1646.25,1000.0,18.8749995232,49.5749998093,1.0699727286
258,2004-03-21,12:00:00,1.8,1267.0,-200,7.60529263256,882.75,103.0,952.75,82.0,1616.75,905.75,19.375,46.0500001907,1.02491662099
259,2004-03-21,13:00:00,1.9,1238.75,-200,6.79318347864,847.75,102.0,980.5,80.0,1567.5,822.25,20.7750000954,41.6250009537,1.00913284413
260,2004-03-21,14:00:00,1.3,1128.25,-200,4.58670593083,742.25,48.0,1143.75,48.0,1506.5,610.25,21.375,40.2749996185,1.01259686309
261,2004-03-21,15:00:00,1.6,1242.75,-200,8.41891908125,916.25,63.0,962.0,61.0,1668.5,656.75,21.2249999046,39.2999992371,0.979146956854
262,2004-03-21,16:00:00,1.9,1208.0,-200,6.91250323986,853.0,98.0,1059.75,89.0,1506.25,646.75,20.2749996185,38.0250005722,0.894213941046
263,2004-03-21,17:00:00,2.3,1306.25,-200,8.95319427615,937.5,132.0,960.75,105.0,1606.5,762.0,19.4000000954,41.2999992371,0.920608949647
264,2004-03-21,18:00:00,3.8,1545.5,-200,15.0764868966,1151.0,173.0,769.25,116.0,1873.75,1122.0,18.5249996185,43.8000001907,0.925151010465
265,2004-03-21,19:00:00,3.5,1501.0,-200,12.6093999841,1070.5,185.0,823.0,119.0,1744.25,1130.25,17.7750000954,48.0500011444,0.968889455688
266,2004-03-21,20:00:00,4.3,1604.75,-200,15.1401611984,1153.0,266.0,769.25,144.0,1840.0,1636.75,17.8999996185,46.8500003815,0.952044499172
267,2004-03-21,21:00:00,2.8,1315.5,-200,9.89009250931,973.5,188.0,883.25,123.0,1672.5,1272.25,17.4250001907,49.1000003815,0.968767964644
268,2004-03-21,22:00:00,1.9,1195.0,-200,7.97736452702,898.25,122.0,933.25,105.0,1594.25,1098.0,16.9750003815,51.6750011444,0.99139072267
269,2004-03-21,23:00:00,1.9,1211.0,-200,7.92892990635,896.25,112.0,920.25,93.0,1624.0,1066.25,16.3999996185,55.1000003815,1.01977714251
270,2004-03-22,00:00:00,1.7,1161.25,-200,6.07436581401,815.25,93.0,995.25,86.0,1582.25,909.0,16.1250004768,60.0250005722,1.09193792247
271,2004-03-22,01:00:00,1.5,1095.25,-200,5.07111197468,767.0,74.0,1050.25,76.0,1547.0,818.25,15.8249998093,60.5249996185,1.0804773134
272,2004-03-22,02:00:00,0.6,897.0,-200,1.71865284992,562.5,23.0,1416.5,33.0,1355.0,472.25,16.3250005245,56.9500007629,1.04907534965
273,2004-03-22,03:00:00,0.4,842.0,-200,0.710517574455,468.0,-200.0,1812.75,-200.0,1274.25,393.5,16.9249997139,53.9000005722,1.03085626906
274,2004-03-22,04:00:00,-200.0,853.75,-200,0.829014438924,481.25,17.0,1755.5,27.0,1304.0,396.25,16.1000001431,55.9000005722,1.01530413094
275,2004-03-22,05:00:00,0.3,845.0,-200,0.747676455337,472.25,15.0,1785.75,23.0,1278.0,378.25,16.5250000954,53.8749990463,1.00493936155
276,2004-03-22,06:00:00,0.6,941.5,-200,2.02560937035,586.0,41.0,1479.5,46.0,1372.5,432.0,16.375,53.9999990463,0.99785468857
277,2004-03-22,07:00:00,1.2,1090.25,-200,5.09612534788,768.25,86.0,1072.0,76.0,1537.75,699.0,15.6749999523,57.6499996185,1.01948617279
278,2004-03-22,08:00:00,3.6,1514.25,-200,17.686444011,1230.25,226.0,732.0,116.0,1996.25,1252.25,15.7999999523,53.6999998093,0.957133027487
279,2004-03-22,09:00:00,3.7,1378.75,-200,18.4249455088,1251.75,214.0,711.0,115.0,1961.75,1236.75,17.375,42.0999994278,0.828074790777
280,2004-03-22,10:00:00,1.8,1074.25,-200,6.94104317589,854.25,115.0,1031.75,83.0,1483.5,772.0,17.9000000954,38.3500003815,0.779314998685
281,2004-03-22,11:00:00,1.6,1089.75,-200,7.25246168752,867.75,124.0,1025.75,87.0,1509.0,765.75,18.5499997139,36.6999998093,0.776380675255
282,2004-03-22,12:00:00,1.9,1109.5,-200,9.64557222773,964.25,122.0,947.25,90.0,1576.5,828.75,21.0,29.5500001907,0.72625099009
283,2004-03-22,13:00:00,2.0,1101.75,-200,10.4480726745,994.25,107.0,954.75,87.0,1598.75,783.0,21.3499999046,28.1499996185,0.706678839435
284,2004-03-22,14:00:00,2.2,1099.5,-200,11.1725679868,1020.5,133.0,951.75,99.0,1607.0,822.0,21.3000001907,26.125,0.653860335186
285,2004-03-22,15:00:00,2.1,1093.75,-200,10.6735386602,1002.5,130.0,965.0,99.0,1573.75,813.0,21.25,26.7749996185,0.668101900763
286,2004-03-22,16:00:00,2.3,1075.5,451,11.5532016249,1034.0,150.0,964.25,101.0,1544.25,812.5,21.3249998093,24.1750001907,0.605972240281
287,2004-03-22,17:00:00,2.6,1151.75,185,12.3526167001,1061.75,138.0,928.0,103.0,1606.25,849.5,20.2250003815,28.5,0.668178382406
288,2004-03-22,18:00:00,3.8,1406.75,426,18.3384120463,1249.25,213.0,720.0,129.0,1931.75,1275.75,16.9749999046,43.0750007629,0.826398721224
289,2004-03-22,19:00:00,4.4,1437.5,672,21.0277847093,1324.75,232.0,677.5,143.0,1992.5,1400.75,15.5999999046,47.4249992371,0.834715253095
290,2004-03-22,20:00:00,4.5,1424.5,624,21.046116131,1325.25,238.0,678.0,146.0,1965.0,1355.75,15.2750000954,47.4250001907,0.817783435248
291,2004-03-22,21:00:00,3.3,1278.5,325,14.4538596456,1131.25,180.0,775.25,124.0,1758.25,1243.0,14.5249998569,49.7249994278,0.817693173275
292,2004-03-22,22:00:00,2.0,1131.75,143,8.41891908125,916.25,128.0,920.0,113.0,1560.5,1082.5,13.9249999523,52.0,0.823093236453
293,2004-03-22,23:00:00,1.1,1006.25,89,4.33126741414,728.75,65.0,1141.75,80.0,1369.5,795.0,14.4749996662,49.4499998093,0.810594571713
294,2004-03-23,00:00:00,0.9,982.25,73,3.79938837165,699.5,53.0,1204.25,72.0,1358.75,735.0,13.7999999523,51.3999996185,0.807138412929
295,2004-03-23,01:00:00,0.8,968.5,48,2.74496046382,635.75,47.0,1271.0,64.0,1309.25,684.0,14.0000002384,51.3249998093,0.816299780768
296,2004-03-23,02:00:00,0.7,940.5,47,2.52572664299,621.25,51.0,1298.25,70.0,1329.75,714.25,12.9500000477,56.7749986649,0.84436151821
297,2004-03-23,03:00:00,0.5,892.0,36,1.24379305325,522.25,-200.0,1522.25,-200.0,1284.5,456.0,11.0499999523,70.0499992371,0.921478199736
298,2004-03-23,04:00:00,-200.0,855.0,25,0.796957826376,477.75,20.0,1700.75,31.0,1261.25,401.25,10.0750002861,76.8250007629,0.948316547481
299,2004-03-23,05:00:00,0.3,833.75,19,0.63245293447,458.75,13.0,1908.0,22.0,1211.5,361.25,8.8250002861,80.4500007629,0.914700671116
300,2004-03-23,06:00:00,0.5,908.5,26,1.76937893546,566.5,33.0,1542.0,47.0,1286.5,417.75,9.57500004768,75.375,0.900402824847
301,2004-03-23,07:00:00,1.1,1061.0,60,4.62988452951,744.5,103.0,1178.25,88.0,1428.5,616.25,9.79999995232,74.9999980927,0.909254703701
302,2004-03-23,08:00:00,3.0,1440.75,248,14.2203570312,1123.75,224.0,851.0,130.0,1829.0,1088.5,10.0,74.2249984741,0.911733618754
303,2004-03-23,09:00:00,3.8,1498.25,535,21.0186215524,1324.5,244.0,684.25,132.0,2095.0,1328.75,11.1500000954,69.7249984741,0.923183817188
304,2004-03-23,10:00:00,3.4,1342.75,340,16.1826519998,1185.25,237.0,760.0,132.0,1856.5,1310.5,12.0,62.9249992371,0.880311059002
305,2004-03-23,11:00:00,3.0,1308.0,325,15.5407140414,1165.5,220.0,791.75,131.0,1794.0,1236.0,12.7750003338,55.8249998093,0.820958069297
306,2004-03-23,12:00:00,2.7,1209.0,267,13.4083419685,1097.25,207.0,836.5,129.0,1746.0,1147.25,13.125,54.75,0.823433468723
307,2004-03-23,13:00:00,3.5,1310.25,325,16.8856773725,1206.5,208.0,770.25,132.0,1846.75,1301.0,13.75,53.3500013351,0.835091717667
308,2004-03-23,14:00:00,2.8,1170.75,268,12.4257534693,1064.25,160.0,880.5,110.0,1639.0,1096.5,16.0250000954,42.4499998093,0.767391608949
309,2004-03-23,15:00:00,1.9,1112.0,136,10.0634765276,980.0,131.0,923.75,99.0,1588.5,900.25,14.0999999046,49.8000001907,0.79710415644
310,2004-03-23,16:00:00,2.0,1132.0,118,8.68744803988,927.0,128.0,944.25,100.0,1570.25,780.5,11.9749999046,61.1250009537,0.853749612651
311,2004-03-23,17:00:00,3.0,1225.0,276,13.8347952632,1111.25,176.0,817.75,122.0,1718.75,1013.25,13.5999999046,54.5999994278,0.846513710715
312,2004-03-23,18:00:00,1.9,1064.5,151,9.34522101041,952.75,107.0,961.75,97.0,1513.75,789.75,13.6500000954,49.4750013351,0.769509150987
313,2004-03-23,19:00:00,2.7,1236.25,236,13.0099891749,1084.0,131.0,853.5,112.0,1687.75,1059.0,11.6749999523,57.0999994278,0.782208612907
314,2004-03-23,20:00:00,3.3,1308.5,220,14.2980110634,1126.25,166.0,812.0,128.0,1721.5,1204.75,11.4749999046,58.1749992371,0.786676604013
315,2004-03-23,21:00:00,1.7,1089.0,87,7.63501730073,884.0,89.0,1006.0,101.0,1486.5,974.5,12.6000001431,54.2000007629,0.788145666629
316,2004-03-23,22:00:00,1.3,999.666666667,81,5.25237752206,776.0,81.0,1141.33333333,96.0,1374.66666667,896.0,11.9666668574,54.9000002543,0.766390658938
317,2004-03-23,23:00:00,1.3,1041.25,74,5.36960416969,781.75,78.0,1105.25,86.0,1424.5,911.0,11.0000002384,61.4499998093,0.805724762629
318,2004-03-24,00:00:00,1.2,1044.75,55,4.85326195319,756.0,70.0,1136.75,85.0,1410.5,901.5,11.0750000477,62.2249994278,0.819875114149
319,2004-03-24,01:00:00,1.1,997.25,74,4.62027438142,744.0,76.0,1150.5,79.0,1405.0,831.75,10.7750000954,62.5499992371,0.808223480181
320,2004-03-24,02:00:00,0.9,948.25,35,2.71808909583,634.0,43.0,1319.75,61.0,1326.0,715.0,11.2999999523,60.0249986649,0.802531714979
321,2004-03-24,03:00:00,0.6,878.25,29,1.57330104145,550.75,-200.0,1492.75,-200.0,1271.5,683.25,10.5750000477,61.5999994278,0.785637964236
322,2004-03-24,04:00:00,-200.0,907.5,29,1.67166962394,558.75,44.0,1477.25,66.0,1286.75,720.5,10.2250001431,62.6750001907,0.781281710676
323,2004-03-24,05:00:00,0.6,892.25,20,1.23830831687,521.75,34.0,1572.0,54.0,1254.75,647.75,10.875,58.6499996185,0.762781889632
324,2004-03-24,06:00:00,0.8,953.75,32,1.69979294614,561.0,43.0,1495.75,57.0,1255.25,612.25,10.75,57.2249994278,0.738214523849
325,2004-03-24,07:00:00,1.2,1045.25,84,4.75072872141,750.75,79.0,1185.75,75.0,1403.0,799.75,10.375,59.2250003815,0.745549411709
326,2004-03-24,08:00:00,3.1,1382.75,245,13.7658744244,1109.0,174.0,831.5,97.0,1706.0,1172.5,10.9750001431,57.2999992371,0.750089689441
327,2004-03-24,09:00:00,4.4,1597.25,553,23.6793353974,1395.25,235.0,652.0,110.0,2080.25,1518.5,11.2000000477,56.9499998093,0.756491439451
328,2004-03-24,10:00:00,3.4,1317.5,450,14.2126015456,1123.5,218.0,761.75,113.0,1770.25,1286.5,12.1000001431,54.9250001907,0.773369359523
329,2004-03-24,11:00:00,1.7,1137.75,118,7.95918680815,897.5,136.0,950.0,88.0,1505.25,965.5,15.0749995708,44.25,0.75345495074
330,2004-03-24,12:00:00,1.5,1097.5,118,6.66351761556,842.0,117.0,1012.25,85.0,1440.0,827.75,15.5999999046,40.5999994278,0.714590181196
331,2004-03-24,13:00:00,1.7,1117.5,144,8.68744803988,927.0,119.0,958.75,96.0,1477.0,824.5,16.8749995232,34.5999994278,0.659674922462
332,2004-03-24,14:00:00,2.2,1170.25,159,10.8388012618,1008.5,126.0,879.0,106.0,1566.0,872.0,16.6499998569,35.625,0.669735641553
333,2004-03-24,15:00:00,-200.0,1112.25,122,6.66913309912,842.25,100.0,1015.25,91.0,1494.0,679.5,11.3250000477,63.8750009537,0.85539281241
334,2004-03-24,16:00:00,2.7,1389.5,230,11.369254998,1027.5,197.0,828.75,126.0,1729.5,1002.25,9.625,81.0999984741,0.971978723547
